,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel27,5,2,9,2,7,8,"[1385, 1386, 1387, 1387, 1388, 1392, 1393, 1393]","[(7, 8), [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [6, 2], [5, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1]",0,4,6,0
1,maxModel27,5,14,9,14,7,6,"[1303, 1304, 1311, 1312, 1312, 1313, 1313, 1314, 1314, 1315, 1315, 1316]","[(7, 6), [7, 7], [7, 8], [6, 8], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [7, 14], [6, 14], [5, 14]]","[(0, 1), (0, 1), (-1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]","[3, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,4,8,180
2,maxModel27,3,3,3,11,11,7,"[1304, 1305, 1306, 1306, 1307, 1308, 1308, 1309, 1309, 1310, 1310, 1311, 1311, 1312]","[(11, 7), [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [6, 7], [5, 7], [4, 7], [4, 6], [4, 5], [4, 4], [3, 4], [3, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",1,8,8,270
3,maxModel27,3,10,11,10,7,3,"[1305, 1306, 1307, 1307, 1309, 1309, 1310, 1310, 1311, 1312, 1313]","[(7, 3), [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [6, 9], [5, 9], [4, 9], [3, 9], [3, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",0,8,7,180
4,maxModel27,4,12,10,12,7,5,"[1303, 1304, 1305, 1305, 1306, 1307, 1307, 1308, 1309, 1310]","[(7, 5), [7, 6], [7, 7], [7, 8], [7, 9], [6, 9], [6, 10], [6, 11], [5, 11], [5, 12], [4, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0)]",[5],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1,6,7,180
5,maxModel27,8,4,8,10,14,7,"[1307, 1310, 1312, 1312, 1313, 1314, 1316, 1316, 1317]","[(14, 7), [13, 7], [12, 7], [11, 7], [11, 8], [10, 8], [9, 8], [9, 9], [9, 10], [8, 10]]","[(-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0)]","[8, 4]","[0, 0, 0, 0, 0, 0, 2, 0, 0]",2,6,6,270
6,maxModel27,8,4,8,10,0,7,"[1303, 1304, 1305, 1305, 1306, 1306, 1307, 1308, 1308, 1308, 1309, 1310, 1310]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [6, 7], [7, 7], [7, 6], [7, 5], [8, 5], [8, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1]",1,6,8,90
7,maxModel27,3,10,11,10,7,4,"[1304, 1305, 1305, 1306, 1306, 1307, 1307, 1308, 1308, 1308]","[(7, 4), [7, 5], [7, 6], [7, 7], [6, 7], [6, 8], [6, 9], [5, 9], [4, 9], [3, 9], [3, 10]]","[(0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1)]","[6, 4]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",2,8,6,180
8,maxModel27,5,4,9,4,7,11,"[1303, 1304, 1304, 1305, 1305, 1306, 1307, 1307, 1307]","[(7, 11), [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [8, 4], [9, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,0
9,maxModel27,3,3,11,3,7,10,"[1305, 1306, 1306, 1307, 1307, 1308, 1309, 1310, 1311, 1311, 1312]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [6, 4], [5, 4], [4, 4], [4, 3], [3, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1]",special,8,7,0
