,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel22,12,5,12,9,6,7,"[1353, 1355, 1356, 1357, 1358, 1359, 1360, 1362]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [12, 8], [12, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2]",0,4,6,90
1,maxModel22,5,0,9,0,7,8,"[1315, 1316, 1317, 1318, 1318, 1319, 1320, 1320, 1321, 1322, 1322, 1323]","[(7, 8), [6, 8], [6, 7], [6, 6], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [7, 0], [6, 0], [5, 0]]","[(-1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]","[4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,4,8,0
2,maxModel22,9,3,9,11,1,7,"[1304, 1305, 1306, 1308, 1309, 1309, 1310, 1312, 1313, 1315, 1316, 1316]","[(1, 7), [2, 7], [3, 7], [3, 6], [4, 6], [5, 6], [6, 6], [7, 6], [7, 5], [8, 5], [8, 4], [8, 3], [9, 3]]","[(1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0)]",[3],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",1,8,8,90
3,maxModel22,11,3,11,11,4,7,"[1310, 1313, 1319, 1320, 1321, 1322, 1323, 1325, 1325, 1326, 1327]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 6], [10, 5], [10, 4], [11, 4], [11, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",0,8,7,90
4,maxModel22,4,3,10,3,7,10,"[1307, 1310, 1311, 1312, 1313, 1315, 1316, 1317, 1318, 1319, 1319, 1320]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [6, 4], [5, 4], [5, 3], [5, 4], [5, 3], [4, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (0, 1), (0, -1), (-1, 0)]",[10],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,6,7,0
5,maxModel22,4,3,10,3,7,9,"[1303, 1304, 1306, 1307, 1308, 1310, 1311, 1311, 1312]","[(7, 9), [6, 9], [6, 8], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [4, 3]]","[(-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0)]","[1, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 1]",2,6,6,0
6,maxModel22,4,4,10,4,7,12,"[1306, 1307, 1307, 1308, 1309, 1310, 1310, 1310, 1312, 1313, 1315, 1316, 1317]","[(7, 12), [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 8], [7, 7], [7, 6], [7, 5], [8, 5], [9, 5], [9, 4], [10, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",1,6,8,0
7,maxModel22,3,3,11,3,7,9,"[1307, 1308, 1308, 1309, 1310, 1311, 1312, 1312, 1313, 1314, 1316, 1316]","[(7, 9), [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 5], [7, 4], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0)]","[8, 6]","[0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 2, 2]",2,8,6,0
8,maxModel22,1,5,1,9,8,7,"[1306, 1308, 1309, 1309, 1310, 1312, 1313, 1313, 1316]","[(8, 7), [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [1, 6], [1, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,7,270
9,maxModel22,11,3,11,11,4,7,"[1302, 1303, 1303, 1304, 1304, 1305, 1307, 1308, 1308, 1309, 1309]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 6], [10, 5], [10, 4], [11, 4], [11, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, -1), (0, -1), (1, 0), (0, -1)]",[7],"[0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1]",special,8,7,90
