,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel38,14,5,14,9,8,7,"[1362, 1363, 1364, 1365, 1366, 1368, 1368, 1370]","[(8, 7), [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [14, 7], [14, 8], [14, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2]",0,4,6,90
1,maxModel38,5,9,9,9,7,1,"[1304, 1306, 1307, 1309, 1317, 1317, 1319, 1319, 1320, 1321, 1322, 1322]","[(7, 1), [7, 2], [7, 3], [7, 4], [7, 5], [8, 5], [8, 6], [8, 5], [8, 6], [8, 7], [8, 8], [8, 9], [9, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[7, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,4,8,180
2,maxModel38,3,10,11,10,7,2,"[1306, 1307, 1308, 1309, 1310, 1311, 1312, 1312, 1314, 1314, 1315, 1316]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [8, 10], [9, 10], [10, 10], [11, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]",[8],"[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2]",1,8,8,180
3,maxModel38,11,3,11,11,4,7,"[1305, 1305, 1308, 1308, 1309, 1310, 1310, 1311, 1312, 1313, 1314]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 8], [10, 9], [10, 10], [11, 10], [11, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2]",0,8,7,90
4,maxModel38,4,7,10,7,7,0,"[1304, 1306, 1307, 1308, 1309, 1309, 1310, 1310, 1311, 1312, 1313, 1314]","[(7, 0), [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 4], [7, 5], [7, 6], [6, 6], [5, 6], [5, 7], [4, 7]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",1,6,7,180
5,maxModel38,10,4,10,10,4,7,"[1306, 1310, 1310, 1312, 1315, 1317, 1318, 1319, 1320, 1320, 1321]","[(4, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 6], [9, 6], [9, 5], [10, 5], [10, 4]]","[(-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]","[7, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,6,6,90
6,maxModel38,12,4,12,10,4,7,"[1305, 1309, 1310, 1311, 1313, 1314, 1314, 1315, 1317, 1317, 1318, 1319, 1320]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 8], [11, 9], [12, 9], [12, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",1,6,8,90
7,maxModel38,7,3,7,11,1,7,"[1306, 1307, 1308, 1309, 1310, 1310, 1311, 1313, 1313, 1315, 1316, 1319]","[(1, 7), [2, 7], [2, 8], [3, 8], [2, 8], [3, 8], [4, 8], [5, 8], [5, 9], [6, 9], [6, 10], [6, 11], [7, 11]]","[(1, 0), (0, 1), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0)]","[2, 4]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0]",2,8,6,90
8,maxModel38,5,3,9,3,7,10,"[1303, 1304, 1305, 1306, 1307, 1308, 1309, 1309, 1310]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [8, 3], [9, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,0
9,maxModel38,7,3,7,11,14,7,"[1304, 1305, 1306, 1307, 1308, 1309, 1310, 1312, 1313, 1314, 1315]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [8, 8], [8, 9], [8, 10], [8, 11], [7, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, 1), (0, 1), (0, 1), (-1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]",special,8,7,270
