,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel32,5,8,9,8,7,14,"[1369, 1371, 1371, 1372, 1373, 1373, 1374, 1377]","[(7, 14), [7, 13], [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [6, 8], [5, 8]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1]",0,4,6,0
1,maxModel32,6,5,6,9,14,7,"[1302, 1303, 1303, 1309, 1310, 1311, 1311, 1312, 1312, 1313, 1314, 1314]","[(14, 7), [13, 7], [12, 7], [11, 7], [11, 6], [10, 6], [9, 6], [8, 6], [9, 6], [8, 6], [7, 6], [6, 6], [6, 5]]","[(-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]","[8, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,4,8,270
2,maxModel32,14,3,14,11,6,7,"[1303, 1304, 1305, 1306, 1307, 1308, 1310, 1310, 1311, 1313, 1313, 1314, 1315, 1316]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [13, 6], [13, 5], [12, 5], [13, 5], [13, 4], [14, 4], [14, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (-1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[10],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]",1,8,8,90
3,maxModel32,12,3,12,11,5,7,"[1305, 1307, 1308, 1310, 1312, 1313, 1314, 1315, 1315, 1316, 1317]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 6], [11, 5], [11, 4], [12, 4], [12, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",0,8,7,90
4,maxModel32,7,4,7,10,14,7,"[1304, 1305, 1305, 1306, 1307, 1307, 1309, 1309, 1310, 1311]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [8, 6], [8, 5], [8, 4], [7, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0)]",[9],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",1,6,7,270
5,maxModel32,7,4,7,10,1,7,"[1305, 1309, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1317, 1318]","[(1, 7), [1, 6], [2, 6], [3, 6], [4, 6], [5, 6], [6, 6], [6, 5], [6, 6], [6, 5], [7, 5], [7, 4]]","[(0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, 1), (0, -1), (1, 0), (0, -1)]","[1, 8]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",2,6,6,90
6,maxModel32,4,2,10,2,7,10,"[1304, 1305, 1307, 1308, 1309, 1310, 1310, 1311, 1312, 1313, 1314, 1314, 1315]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [8, 3], [9, 3], [9, 4], [9, 3], [9, 2], [10, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, 1), (0, -1), (0, -1), (1, 0)]",[10],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2]",1,6,8,0
7,maxModel32,3,8,11,8,7,2,"[1305, 1306, 1309, 1309, 1310, 1311, 1314, 1316, 1317, 1318, 1319, 1320]","[(7, 2), [7, 3], [7, 4], [6, 4], [6, 5], [7, 5], [7, 6], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 8]]","[(0, 1), (0, 1), (-1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]","[3, 5]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",2,8,6,180
8,maxModel32,5,10,9,10,7,3,"[1305, 1307, 1308, 1309, 1311, 1311, 1312, 1312, 1313]","[(7, 3), [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [8, 10], [9, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,180
9,maxModel32,3,3,3,11,10,7,"[1304, 1305, 1306, 1307, 1307, 1308, 1309, 1310, 1311, 1311, 1312]","[(10, 7), [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [4, 6], [4, 5], [4, 4], [3, 4], [3, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, -1), (0, -1), (-1, 0), (0, -1)]",[7],"[0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1]",special,8,7,270
