,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel10,11,5,11,9,5,7,"[1392, 1393, 1393, 1394, 1395, 1395, 1396, 1396]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 8], [11, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2]",0,4,6,90
1,maxModel10,5,11,9,11,7,3,"[1307, 1309, 1311, 1312, 1313, 1313, 1314, 1322, 1322, 1323, 1323, 1324]","[(7, 3), [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [8, 10], [8, 11], [8, 10], [8, 11], [9, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, -1), (0, 1), (1, 0)]","[10, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",2,4,8,180
2,maxModel10,11,3,11,11,3,7,"[1304, 1305, 1305, 1306, 1306, 1307, 1307, 1308, 1308, 1309, 1309, 1310, 1310, 1310]","[(3, 7), [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 6], [10, 5], [10, 6], [10, 5], [10, 4], [11, 4], [11, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (1, 0), (0, -1)]",[10],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]",1,8,8,90
3,maxModel10,3,5,11,5,7,12,"[1305, 1306, 1306, 1306, 1307, 1307, 1308, 1308, 1309, 1310, 1310]","[(7, 12), [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [8, 6], [9, 6], [10, 6], [11, 6], [11, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",0,8,7,0
4,maxModel10,4,9,10,9,7,2,"[1310, 1312, 1314, 1315, 1315, 1316, 1316, 1317, 1318, 1318, 1319, 1320]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [6, 8], [5, 8], [5, 9], [4, 9]]","[(0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",1,6,7,180
5,maxModel10,4,0,10,0,7,6,"[1304, 1305, 1305, 1306, 1306, 1307, 1308, 1308, 1309, 1309, 1310]","[(7, 6), [7, 5], [7, 4], [7, 3], [7, 2], [8, 2], [8, 1], [9, 1], [9, 0], [8, 0], [9, 0], [10, 0]]","[(0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (-1, 0), (1, 0), (1, 0)]","[5, 9]","[0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 2]",2,6,6,0
6,maxModel10,0,4,0,10,8,7,"[1304, 1304, 1305, 1305, 1306, 1307, 1308, 1308, 1308, 1309, 1309, 1310, 1311]","[(8, 7), [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [3, 7], [2, 7], [1, 7], [1, 6], [1, 5], [0, 5], [0, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",1,6,8,270
7,maxModel10,1,3,1,11,7,7,"[1308, 1310, 1313, 1314, 1316, 1317, 1317, 1319, 1319, 1320, 1320, 1320]","[(7, 7), [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [2, 8], [2, 9], [2, 8], [1, 8], [1, 9], [1, 10], [1, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, -1), (-1, 0), (0, 1), (0, 1), (0, 1)]","[8, 9]","[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2]",2,8,6,270
8,maxModel10,12,5,12,9,5,7,"[1306, 1308, 1309, 1309, 1311, 1311, 1313, 1313, 1314]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [12, 8], [12, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,90
9,maxModel10,6,3,6,11,13,7,"[1308, 1310, 1311, 1312, 1313, 1314, 1314, 1314, 1315, 1315, 1316]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [6, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, -1), (0, -1), (0, -1), (-1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 0]",special,8,7,270
