,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel9,7,5,7,9,13,7,"[1383, 1384, 1385, 1386, 1386, 1387, 1388, 1388]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [7, 6], [7, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 1, 1]",0,4,6,270
1,maxModel9,5,13,9,13,7,5,"[1310, 1311, 1311, 1312, 1312, 1313, 1314, 1315, 1315, 1316, 1317, 1318]","[(7, 5), [6, 5], [6, 6], [6, 7], [6, 8], [6, 9], [6, 10], [7, 10], [7, 11], [7, 12], [7, 13], [6, 13], [5, 13]]","[(-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]","[1, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,4,8,180
2,maxModel9,3,12,11,12,7,4,"[1305, 1306, 1307, 1309, 1309, 1310, 1311, 1311, 1312, 1313, 1314, 1314]","[(7, 4), [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [8, 9], [8, 10], [9, 10], [9, 11], [10, 11], [10, 12], [11, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0)]",[6],"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2]",1,8,8,180
3,maxModel9,3,0,11,0,7,7,"[1303, 1304, 1305, 1305, 1306, 1307, 1308, 1308, 1309, 1310, 1311]","[(7, 7), [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [8, 1], [9, 1], [10, 1], [10, 0], [11, 0]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2]",0,8,7,0
4,maxModel9,4,14,10,14,7,7,"[1303, 1304, 1304, 1305, 1305, 1306, 1306, 1307, 1307, 1308, 1309, 1309]","[(7, 7), [7, 8], [7, 9], [7, 10], [7, 11], [7, 10], [7, 11], [7, 12], [7, 13], [6, 13], [5, 13], [5, 14], [4, 14]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",1,6,7,180
5,maxModel9,7,4,7,10,1,7,"[1305, 1306, 1306, 1307, 1308, 1308, 1309, 1310, 1310, 1311, 1312]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [6, 6], [6, 5], [6, 4], [6, 5], [7, 5], [7, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, 1), (1, 0), (0, -1)]","[9, 8]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",2,6,6,90
6,maxModel9,0,4,0,10,8,7,"[1303, 1304, 1305, 1306, 1306, 1307, 1308, 1309, 1309, 1310, 1310, 1311, 1312]","[(8, 7), [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [3, 7], [2, 7], [1, 7], [1, 8], [1, 9], [0, 9], [0, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",1,6,8,270
7,maxModel9,3,8,11,8,7,14,"[1303, 1305, 1305, 1306, 1306, 1307, 1307, 1308, 1309, 1309, 1310, 1311]","[(7, 14), [7, 13], [7, 12], [7, 13], [7, 12], [8, 12], [8, 11], [8, 10], [9, 10], [9, 9], [10, 9], [11, 9], [11, 8]]","[(0, -1), (0, -1), (0, 1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1)]","[5, 3]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0]",2,8,6,0
8,maxModel9,5,2,9,2,7,9,"[1304, 1305, 1306, 1306, 1307, 1307, 1308, 1309, 1309]","[(7, 9), [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [6, 2], [5, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,7,0
9,maxModel9,3,9,11,9,7,2,"[1312, 1315, 1319, 1322, 1326, 1328, 1335, 1346, 1351, 1355, 1355]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [6, 8], [5, 8], [4, 8], [3, 8], [3, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]",[7],"[0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 0]",special,8,7,180
